Service,Customer Name,Vehicle Model,Service Type,Service Date,Service Cost,Service Status,Payment Method,Technician
SVC2815,Jane Smith,Honda Accord,Unknown Service,2/11/2025,"$32,875.60 ",In Progress,Card,Tech1
SVC2816,Tunde Bakare,Ford Focus,Unknown Service,9/22/2025,"$122,327.00 ",Completed,Card,Tech14
SVC2817,Tunde Bakare,Hyundai Elantra,Oil Change,6/2/2024,"$1,293,677.50 ",Pending,Card,Tech37
SVC2818,Jane Smith,Toyota Corolla,Oil Change,8/9/2025,"$11,468.00 ",Pending,Transfer,Tech9
SVC2819,Grace Johnson,Nissan Altima,Wheel Alignment,25/08/2025,"$83,712.60 ",In Progress,Transfer,Tech10
SVC2820,Tunde Bakare,Hyundai Elantra,Wheel Alignment,1/1/2023,"$28,518.70 ",Cancelled,Transfer,Tech40
SVC2821,Grace Johnson,Hyundai Elantra,Brake Repair,11/29/2024,"$49,467.70 ",Cancelled,Card,Tech25
SVC2822,Tunde Bakare,Honda Accord,Ac Service,8/29/2024,"$53,988.70 ",Completed,Cash,Tech11
SVC2823,Grace Johnson,Nissan Altima,Engine Diagnostics,6/7/2025,"$109,916.90 ",Completed,Card,Tech28
SVC2824,Adewale Musa,Hyundai Elantra,Unknown Service,7/23/2025,"$91,440.80 ",Completed,Cash,Tech3
SVC924,Chinedu Okeke,Ford Focus,Engine Diagnostics,5/23/2023,"$13,000.30 ",Completed,Card,Tech49
SVC2826,Emeka Obi,Ford Focus,Brake Repair,11/8/2024,"$28,774.70 ",Pending,Cash,Tech44
SVC2827,Emeka Obi,Honda Accord,Ac Service,2/12/2025,"$147,812.10 ",Cancelled,Cash,Tech9
SVC2828,Adewale Musa,Honda Accord,Brake Repair,9/17/2024,"$24,798.30 ",Completed,Cash,Tech44
SVC2829,Tunde Bakare,Honda Accord,Wheel Alignment,8/7/2023,"$144,467.80 ",Completed,Cash,Tech1
SVC2831,Fatima Bello,Toyota Corolla,Brake Repair,4/20/2025,"$145,740.30 ",In Progress,Transfer,Tech22
SVC2832,John Doe,Hyundai Elantra,Oil Change,4/13/2024,"$142,888.50 ",Cancelled,Card,Tech7
SVC2833,John Doe,Hyundai Elantra,Unknown Service,8/28/2025,"$61,883.80 ",Pending,Cash,Tech16
SVC2834,John Doe,Kia Rio,Unknown Service,1/2/2024,"$75,711.90 ",Completed,Card,Tech41
SVC2836,Fatima Bello,Nissan Altima,Battery Replacement,8/13/2025,"$142,331.70 ",Pending,Card,Tech30
SVC2837,Tunde Bakare,Ford Focus,Battery Replacement,4/24/2023,"$992,839.20 ",Pending,Card,Tech41
SVC2838,Chinedu Okeke,Honda Accord,Engine Diagnostics,3/25/2025,"$82,510.30 ",Completed,Cash,Tech34
SVC2839,Tunde Bakare,Nissan Altima,Engine Diagnostics,10/21/2025,"$1,075,465.80 ",Completed,Card,Tech41
SVC2840,Jane Smith,Honda Accord,Wheel Alignment,9/3/2025,"$95,039.30 ",Completed,Transfer,Tech4
SVC2842,Tunde Bakare,Kia Rio,Brake Repair,6/20/2023,"$23,950.90 ",In Progress,Card,Tech22
SVC921,Tunde Bakare,Hyundai Elantra,Brake Repair,8/2/2025,"$54,367.60 ",Completed,Card,Tech16
SVC2844,Adewale Musa,Honda Accord,Ac Service,9/2/2025,"$92,223.60 ",Completed,Transfer,Tech17
SVC2846,Adewale Musa,Toyota Corolla,Engine Diagnostics,12/29/2025,"$29,918.40 ",Completed,Card,Tech33
SVC2847,John Doe,Kia Rio,Wheel Alignment,4/24/2025,"$53,946.00 ",Pending,Cash,Tech44
SVC2848,Chinedu Okeke,Nissan Altima,Wheel Alignment,31/07/2025,"$97,902.60 ",Pending,Transfer,Tech46
SVC930,Grace Johnson,Kia Rio,Engine Diagnostics,9/15/2023,"$38,484.70 ",Pending,Cash,Tech46
SVC2850,Chinedu Okeke,Toyota Corolla,Ac Service,5/4/2025,"$123,840.90 ",Cancelled,Cash,Tech26
SVC2851,Emeka Obi,Toyota Corolla,Unknown Service,8/9/2024,"$120,591.90 ",Pending,Transfer,Tech22
SVC2852,Chinedu Okeke,Nissan Altima,Unknown Service,16/10/2024,"$70,483.50 ",Completed,Transfer,Tech16
SVC2853,Chinedu Okeke,Honda Accord,Oil Change,29/03/2024,"$112,204.60 ",Completed,Card,Tech5
SVC2854,Emeka Obi,Toyota Corolla,Oil Change,8/23/2024,"$7,855.60 ",Completed,Transfer,Tech28
SVC2855,Emeka Obi,Nissan Altima,Wheel Alignment,9/4/2023,"$27,023.40 ",Completed,Card,Tech14
SVC2856,Emeka Obi,Kia Rio,Wheel Alignment,4/18/2023,"$144,344.70 ",Completed,Cash,Tech35
SVC950,Jane Smith,Hyundai Elantra,Brake Repair,9/27/2024,"$144,024.90 ",Cancelled,Transfer,Tech19
SVC2858,John Doe,Toyota Corolla,Unknown Service,17/04/2024,"$508,117.00 ",Completed,Cash,Tech36
SVC2859,John Doe,Hyundai Elantra,Wheel Alignment,4/6/2025,"$69,581.90 ",Completed,Cash,Tech49
SVC2860,Jane Smith,Toyota Corolla,Engine Diagnostics,5/10/2025,"$115,967.10 ",Completed,Cash,Tech7
SVC2861,John Doe,Ford Focus,Ac Service,6/11/2023,"$141,049.30 ",Pending,Transfer,Tech2
SVC2862,Tunde Bakare,Hyundai Elantra,Unknown Service,8/23/2023,"$59,943.10 ",In Progress,Transfer,Tech15
SVC2863,John Doe,Hyundai Elantra,Unknown Service,12/1/2025,"$24,531.90 ",In Progress,Transfer,Tech27
SVC2864,Tunde Bakare,Honda Accord,Oil Change,3/14/2023,"$59,886.60 ",Pending,Transfer,Tech1
SVC2865,Adewale Musa,Honda Accord,Oil Change,2/14/2024,"$25,081.90 ",Completed,Cash,Tech6
SVC2866,Fatima Bello,Toyota Corolla,Wheel Alignment,6/21/2024,"$127,762.20 ",Pending,Transfer,Tech14
SVC956,John Doe,Kia Rio,Wheel Alignment,3/3/2024,"$117,004.80 ",Pending,Cash,Tech19
SVC2868,Chinedu Okeke,Kia Rio,Brake Repair,13/12/2025,"$148,780.50 ",In Progress,Transfer,Tech16
SVC2869,Tunde Bakare,Nissan Altima,Ac Service,8/6/2023,"$53,839.40 ",In Progress,Card,Tech39
SVC2870,Adewale Musa,Toyota Corolla,Engine Diagnostics,18/11/2023,"$70,483.20 ",Pending,Transfer,Tech38
SVC2871,John Doe,Nissan Altima,Unknown Service,2/21/2025,"$53,838.10 ",Cancelled,Transfer,Tech3
SVC2872,Fatima Bello,Nissan Altima,Engine Diagnostics,11/4/2025,"$65,361.20 ",Completed,Cash,Tech21
SVC2873,Adewale Musa,Kia Rio,Brake Repair,20/02/2025,"$83,911.90 ",Pending,Transfer,Tech7
SVC2874,John Doe,Toyota Corolla,Ac Service,5/29/2024,"$103,460.80 ",Completed,Card,Tech30
SVC2875,Grace Johnson,Toyota Corolla,Brake Repair,11/9/2023,"$139,948.50 ",Cancelled,Cash,Tech39
SVC2877,Emeka Obi,Toyota Corolla,Wheel Alignment,6/24/2024,"$64,335.00 ",In Progress,Cash,Tech2
SVC2879,Chinedu Okeke,Nissan Altima,Brake Repair,9/14/2024,"$142,572.70 ",In Progress,Cash,Tech2
SVC2880,John Doe,Honda Accord,Oil Change,10/1/2024,"$88,016.10 ",Completed,Cash,Tech19
SVC2881,Tunde Bakare,Nissan Altima,Unknown Service,4/28/2025,"$115,624.50 ",Completed,Card,Tech7
SVC2882,Fatima Bello,Kia Rio,Unknown Service,6/21/2024,"$129,388.50 ",Completed,Cash,Tech6
SVC2884,Jane Smith,Honda Accord,Battery Replacement,31/03/2024,"$123,294.00 ",Completed,Card,Tech22
SVC2885,Tunde Bakare,Kia Rio,Battery Replacement,2/7/2023,"$139,191.70 ",Cancelled,Cash,Tech45
SVC2886,Emeka Obi,Hyundai Elantra,Engine Diagnostics,12/13/2024,"$10,430.50 ",Completed,Cash,Tech37
SVC2887,Fatima Bello,Ford Focus,Engine Diagnostics,4/7/2024,"$79,930.90 ",In Progress,Cash,Tech16
SVC2888,Jane Smith,Honda Accord,Wheel Alignment,11/7/2025,"$94,332.70 ",Completed,Cash,Tech46
SVC929,Emeka Obi,Honda Accord,Brake Repair,3/16/2023,"$101,509.60 ",Completed,Cash,Tech7
SVC2890,Jane Smith,Kia Rio,Brake Repair,20/04/2024,"$136,496.40 ",Pending,Transfer,Tech48
SVC2891,Grace Johnson,Ford Focus,Ac Service,7/1/2025,"$74,255.30 ",In Progress,Transfer,Tech43
SVC2892,Adewale Musa,Nissan Altima,Engine Diagnostics,8/17/2023,"$124,289.10 ",Completed,Card,Tech50
SVC2893,Tunde Bakare,Honda Accord,Wheel Alignment,2/6/2024,"$131,543.50 ",Completed,Card,Tech25
SVC2895,John Doe,Kia Rio,Wheel Alignment,7/27/2023,"$62,006.00 ",Completed,Transfer,Tech27
SVC2896,Emeka Obi,Toyota Corolla,Engine Diagnostics,1/29/2025,"$73,938.20 ",Completed,Cash,Tech12
SVC2897,Emeka Obi,Honda Accord,Ac Service,28/05/2024,"$95,065.00 ",Completed,Cash,Tech40
SVC2898,Jane Smith,Honda Accord,Unknown Service,11/5/2024,"$65,215.30 ",In Progress,Cash,Tech41
SVC2899,Jane Smith,Toyota Corolla,Unknown Service,5/18/2025,"$79,239.10 ",Completed,Cash,Tech36
SVC1179,Grace Johnson,Ford Focus,Oil Change,4/7/2023,"$101,470.00 ",Cancelled,Transfer,Tech47
SVC2901,Emeka Obi,Hyundai Elantra,Oil Change,5/6/2023,"$116,954.50 ",Completed,Transfer,Tech44
SVC2902,Jane Smith,Nissan Altima,Wheel Alignment,9/16/2023,"$37,672.60 ",In Progress,Transfer,Tech11
SVC2903,Adewale Musa,Toyota Corolla,Wheel Alignment,28/07/2023,"$60,177.50 ",Completed,Cash,Tech29
SVC2904,Adewale Musa,Hyundai Elantra,Brake Repair,6/10/2024,"$48,686.30 ",In Progress,Transfer,Tech19
SVC2905,Grace Johnson,Hyundai Elantra,Wheel Alignment,25/09/2024,"$21,853.30 ",Completed,Card,Tech45
SVC2906,Chinedu Okeke,Toyota Corolla,Engine Diagnostics,16/08/2025,"$86,827.10 ",In Progress,Transfer,Tech18
SVC2908,Adewale Musa,Honda Accord,Ac Service,12/10/2024,"$1,436,549.00 ",Cancelled,Transfer,Tech46
SVC2909,Adewale Musa,Ford Focus,Unknown Service,1/10/2025,"$104,028.00 ",Pending,Cash,Tech2
SVC2910,Emeka Obi,Toyota Corolla,Unknown Service,3/22/2023,"$734,307.50 ",Completed,Transfer,Tech27
SVC2911,John Doe,Honda Accord,Oil Change,1/12/2024,"$116,444.60 ",Pending,Card,Tech37
SVC2912,John Doe,Hyundai Elantra,Oil Change,9/13/2024,"$113,144.20 ",In Progress,Transfer,Tech33
SVC2913,Fatima Bello,Kia Rio,Wheel Alignment,20/03/2023,"$25,524.10 ",Completed,Card,Tech22
SVC2914,Grace Johnson,Toyota Corolla,Wheel Alignment,6/9/2025,"$349,194.90 ",In Progress,Card,Tech30
SVC2915,Fatima Bello,Kia Rio,Brake Repair,19/01/2023,"$85,086.30 ",Pending,Transfer,Tech33
SVC2916,Grace Johnson,Honda Accord,Ac Service,8/17/2024,"$222,572.20 ",Pending,Cash,Tech50
SVC2917,Chinedu Okeke,Toyota Corolla,Engine Diagnostics,8/28/2024,"$106,229.00 ",Pending,Cash,Tech44
SVC2918,Tunde Bakare,Hyundai Elantra,Unknown Service,1/2/2025,"$143,423.80 ",In Progress,Cash,Tech1
SVC2919,Emeka Obi,Toyota Corolla,Engine Diagnostics,7/9/2024,"$117,562.60 ",Cancelled,Card,Tech37
SVC2920,Adewale Musa,Kia Rio,Brake Repair,8/26/2023,"$7,708.80 ",Pending,Transfer,Tech33
SVC2921,Tunde Bakare,Toyota Corolla,Ac Service,12/24/2025,"$93,327.10 ",Completed,Card,Tech1
SVC2922,Adewale Musa,Honda Accord,Brake Repair,26/09/2023,"$51,570.40 ",Completed,Card,Tech8
SVC2923,Adewale Musa,Ford Focus,Wheel Alignment,4/13/2025,"$31,322.40 ",Completed,Card,Tech39
SVC2924,Grace Johnson,Ford Focus,Brake Repair,14/12/2024,"$45,710.70 ",In Progress,Transfer,Tech34
SVC2926,Fatima Bello,Kia Rio,Oil Change,1/15/2023,"$35,630.30 ",Completed,Cash,Tech25
SVC2927,Fatima Bello,Nissan Altima,Unknown Service,10/4/2023,"$106,018.10 ",Cancelled,Transfer,Tech46
SVC2928,Grace Johnson,Hyundai Elantra,Unknown Service,8/15/2025,"$72,070.50 ",Cancelled,Card,Tech49
SVC2929,Fatima Bello,Kia Rio,Battery Replacement,7/20/2024,"$143,446.70 ",Completed,Transfer,Tech9
SVC2930,Chinedu Okeke,Kia Rio,Battery Replacement,11/22/2025,"$65,412.80 ",Completed,Transfer,Tech10
SVC2931,John Doe,Nissan Altima,Engine Diagnostics,10/14/2025,"$99,562.40 ",In Progress,Cash,Tech36
SVC2932,Grace Johnson,Honda Accord,Engine Diagnostics,4/27/2023,"$82,517.20 ",In Progress,Cash,Tech10
SVC2933,Tunde Bakare,Nissan Altima,Wheel Alignment,10/4/2025,"$53,289.50 ",Completed,Cash,Tech24
SVC2934,Tunde Bakare,Ford Focus,Brake Repair,9/24/2023,"$40,238.70 ",Completed,Card,Tech15
SVC2935,Jane Smith,Kia Rio,Brake Repair,11/8/2024,"$44,743.70 ",In Progress,Cash,Tech25
SVC2937,Chinedu Okeke,Ford Focus,Ac Service,3/10/2023,"$9,301.20 ",Pending,Card,Tech2
SVC2938,Emeka Obi,Hyundai Elantra,Engine Diagnostics,1/8/2025,"$65,790.70 ",Cancelled,Cash,Tech20
SVC2939,Chinedu Okeke,Ford Focus,Wheel Alignment,5/7/2025,"$5,959.50 ",Cancelled,Cash,Tech48
SVC2941,Adewale Musa,Nissan Altima,Wheel Alignment,8/29/2024,"$80,334.60 ",In Progress,Card,Tech27
SVC2942,John Doe,Hyundai Elantra,Engine Diagnostics,11/12/2024,"$26,701.70 ",Completed,Transfer,Tech11
SVC2943,Tunde Bakare,Hyundai Elantra,Ac Service,3/14/2023,"$103,341.20 ",Completed,Card,Tech1
SVC2944,Adewale Musa,Kia Rio,Unknown Service,12/1/2024,"$99,112.80 ",Completed,Card,Tech29
SVC928,Adewale Musa,Toyota Corolla,Unknown Service,5/18/2023,"$128,264.60 ",Pending,Transfer,Tech30
SVC2948,John Doe,Kia Rio,Oil Change,6/1/2023,"$28,023.00 ",In Progress,Transfer,Tech10
SVC2949,Tunde Bakare,Ford Focus,Oil Change,8/19/2023,"$89,040.50 ",Pending,Card,Tech5
SVC2950,Grace Johnson,Nissan Altima,Wheel Alignment,1/2/2024,"$137,938.30 ",In Progress,Card,Tech6
SVC2951,John Doe,Kia Rio,Wheel Alignment,1/18/2025,"$122,517.20 ",Completed,Cash,Tech24
SVC2952,Chinedu Okeke,Ford Focus,Brake Repair,11/15/2023,"$49,415.70 ",Completed,Cash,Tech25
SVC2954,Fatima Bello,Toyota Corolla,Wheel Alignment,6/23/2025,"$149,921.30 ",Completed,Card,Tech7
SVC2955,Jane Smith,Ford Focus,Ac Service,11/10/2023,"$147,532.30 ",Cancelled,Cash,Tech44
SVC2956,Fatima Bello,Ford Focus,Wheel Alignment,2/13/2025,"$105,360.20 ",Completed,Card,Tech42
SVC2957,John Doe,Toyota Corolla,Engine Diagnostics,9/1/2025,"$37,615.60 ",Pending,Transfer,Tech13
SVC2958,Tunde Bakare,Honda Accord,Ac Service,8/23/2025,"$139,324.10 ",Completed,Cash,Tech21
SVC2959,Grace Johnson,Kia Rio,Unknown Service,7/7/2023,"$86,975.20 ",Completed,Cash,Tech4
SVC2962,Chinedu Okeke,Hyundai Elantra,Unknown Service,12/13/2024,"$101,150.50 ",In Progress,Card,Tech12
SVC2963,Tunde Bakare,Ford Focus,Oil Change,11/6/2023,"$10,705.70 ",Pending,Cash,Tech5
SVC2965,Emeka Obi,Kia Rio,Oil Change,6/21/2025,"$21,705.80 ",Pending,Transfer,Tech43
SVC2966,Emeka Obi,Nissan Altima,Wheel Alignment,2/15/2025,"$78,825.30 ",Pending,Transfer,Tech32
SVC2967,Grace Johnson,Kia Rio,Wheel Alignment,3/11/2025,"$42,046.30 ",Completed,Cash,Tech44
SVC2968,Tunde Bakare,Ford Focus,Brake Repair,12/29/2024,"$18,126.70 ",Completed,Card,Tech31
SVC2969,Fatima Bello,Honda Accord,Ac Service,31/03/2024,"$26,430.50 ",In Progress,Card,Tech29
SVC2970,Jane Smith,Ford Focus,Engine Diagnostics,23/03/2023,"$25,431.40 ",Completed,Card,Tech16
SVC2971,Tunde Bakare,Honda Accord,Unknown Service,5/22/2024,"$143,969.60 ",Completed,Transfer,Tech43
SVC2972,Adewale Musa,Hyundai Elantra,Engine Diagnostics,11/19/2024,"$11,875.80 ",Completed,Card,Tech39
SVC2973,Chinedu Okeke,Kia Rio,Brake Repair,11/8/2024,"$45,423.20 ",Cancelled,Cash,Tech30
SVC2974,Emeka Obi,Nissan Altima,Ac Service,5/1/2025,"$105,232.10 ",Completed,Transfer,Tech16
SVC2975,Fatima Bello,Toyota Corolla,Brake Repair,16/08/2023,"$126,843.00 ",Completed,Cash,Tech27
SVC2976,Adewale Musa,Honda Accord,Wheel Alignment,4/18/2025,"$121,481.00 ",Pending,Cash,Tech2
SVC2977,Adewale Musa,Kia Rio,Brake Repair,2/14/2025,"$24,041.40 ",Completed,Transfer,Tech38
SVC2978,Fatima Bello,Ford Focus,Oil Change,5/19/2023,"$65,009.20 ",Completed,Cash,Tech11
SVC947,Tunde Bakare,Honda Accord,Unknown Service,10/2/2025,"$56,277.70 ",In Progress,Cash,Tech28
SVC2980,Chinedu Okeke,Honda Accord,Unknown Service,6/5/2025,"$11,018.00 ",Pending,Card,Tech1
SVC2981,John Doe,Kia Rio,Battery Replacement,7/8/2025,"$526,090.90 ",Pending,Transfer,Tech29
SVC2982,Tunde Bakare,Nissan Altima,Battery Replacement,5/3/2024,"$138,104.80 ",Pending,Card,Tech30
SVC2983,Chinedu Okeke,Nissan Altima,Engine Diagnostics,10/6/2023,"$37,842.00 ",Completed,Card,Tech10
SVC2984,Fatima Bello,Kia Rio,Engine Diagnostics,10/9/2025,"$54,607.90 ",Completed,Transfer,Tech5
SVC2985,John Doe,Nissan Altima,Wheel Alignment,20/08/2025,"$13,829.90 ",In Progress,Transfer,Tech6
SVC2986,Tunde Bakare,Kia Rio,Brake Repair,6/5/2024,"$115,678.80 ",Completed,Card,Tech24
SVC2988,Tunde Bakare,Hyundai Elantra,Brake Repair,8/23/2024,"$20,079.90 ",Completed,Card,Tech25
SVC2989,Adewale Musa,Honda Accord,Ac Service,12/4/2024,"$93,264.70 ",Completed,Cash,Tech7
SVC2990,John Doe,Toyota Corolla,Engine Diagnostics,8/3/2024,"$92,331.70 ",Cancelled,Cash,Tech44
SVC2991,John Doe,Nissan Altima,Wheel Alignment,29/08/2023,"$109,594.40 ",Completed,Card,Tech42
SVC2992,Tunde Bakare,Toyota Corolla,Wheel Alignment,2/4/2023,"$58,043.10 ",Completed,Cash,Tech13
SVC2994,Adewale Musa,Hyundai Elantra,Engine Diagnostics,10/14/2024,"$134,199.70 ",Pending,Card,Tech21
SVC2995,Grace Johnson,Nissan Altima,Ac Service,1/23/2025,"$93,487.50 ",Completed,Transfer,Tech4
SVC2996,Jane Smith,Kia Rio,Unknown Service,7/17/2023,"$115,930.00 ",Completed,Cash,Tech12
SVC2997,Tunde Bakare,Kia Rio,Unknown Service,8/27/2025,"$118,937.20 ",In Progress,Cash,Tech5
SVC2998,Chinedu Okeke,Kia Rio,Oil Change,12/19/2023,"$93,128.40 ",Pending,Card,Tech43
SVC2999,Adewale Musa,Toyota Corolla,Oil Change,8/1/2024,"$39,686.40 ",Pending,Cash,Tech32
SVC3000,Fatima Bello,Hyundai Elantra,Wheel Alignment,1/16/2024,"$129,598.20 ",Pending,Transfer,Tech44
SVC3001,Chinedu Okeke,Toyota Corolla,Wheel Alignment,8/16/2024,"$124,552.70 ",Completed,Transfer,Tech31
SVC3003,Adewale Musa,Ford Focus,Brake Repair,1/21/2024,"$21,697.00 ",Completed,Cash,Tech29
SVC3004,Fatima Bello,Kia Rio,Brake Repair,7/8/2023,"$37,783.60 ",In Progress,Card,Tech16
SVC3005,Chinedu Okeke,Honda Accord,Wheel Alignment,29/07/2025,"$116,728.80 ",Completed,Card,Tech43
SVC3006,Fatima Bello,Toyota Corolla,Engine Diagnostics,4/23/2023,"$55,078.70 ",Completed,Card,Tech39
SVC3008,Jane Smith,Hyundai Elantra,Ac Service,2/16/2023,"$76,507.10 ",Completed,Transfer,Tech30
SVC3010,Jane Smith,Honda Accord,Unknown Service,9/1/2024,"$48,245.50 ",Cancelled,Card,Tech16
SVC3012,John Doe,Honda Accord,Unknown Service,11/17/2024,"$111,170.20 ",Completed,Cash,Tech27
SVC3013,Chinedu Okeke,Honda Accord,Oil Change,10/12/2025,"$149,845.70 ",Completed,Transfer,Tech2
SVC3014,Grace Johnson,Kia Rio,Oil Change,30/06/2023,"$86,315.10 ",Pending,Cash,Tech38
SVC3016,Grace Johnson,Honda Accord,Wheel Alignment,8/16/2023,"$68,651.50 ",Completed,Cash,Tech1
SVC3017,Emeka Obi,Toyota Corolla,Wheel Alignment,8/31/2023,"$10,595.70 ",Completed,Transfer,Tech29
SVC3018,Fatima Bello,Nissan Altima,Brake Repair,2/15/2025,"$41,693.90 ",In Progress,Cash,Tech30
SVC3019,Fatima Bello,Kia Rio,Ac Service,2/11/2024,"$49,502.80 ",Pending,Cash,Tech10
SVC3020,Chinedu Okeke,Ford Focus,Engine Diagnostics,6/26/2023,"$136,916.20 ",Pending,Card,Tech5
SVC3021,Jane Smith,Honda Accord,Unknown Service,7/22/2023,"$132,206.30 ",Pending,Transfer,Tech6
SVC3022,Tunde Bakare,Ford Focus,Engine Diagnostics,6/13/2024,"$112,843.00 ",Completed,Card,Tech24
SVC3023,Jane Smith,Toyota Corolla,Brake Repair,7/17/2024,"$118,229.40 ",Completed,Card,Tech25
SVC3024,Jane Smith,Toyota Corolla,Ac Service,12/25/2024,"$96,112.90 ",In Progress,Transfer,Tech7
SVC3025,Tunde Bakare,Kia Rio,Brake Repair,11/19/2025,"$23,912.40 ",Completed,Transfer,Tech44
SVC3026,Tunde Bakare,Hyundai Elantra,Wheel Alignment,7/7/2025,"$75,529.90 ",Completed,Card,Tech42
SVC3027,Adewale Musa,Ford Focus,Brake Repair,13/09/2023,"$143,045.60 ",Completed,Card,Tech13
SVC3029,Chinedu Okeke,Kia Rio,Oil Change,5/13/2023,"$12,000.30 ",Cancelled,Cash,Tech21
SVC3030,Chinedu Okeke,Nissan Altima,Unknown Service,4/1/2025,"$130,469.20 ",Completed,Cash,Tech4
SVC3031,Grace Johnson,Toyota Corolla,Unknown Service,29/09/2025,"$41,913.90 ",Completed,Card,Tech12
SVC3032,Grace Johnson,Kia Rio,Battery Replacement,7/27/2025,"$144,144.80 ",Pending,Cash,Tech5
SVC3033,Adewale Musa,Kia Rio,Battery Replacement,1/12/2023,"$13,193.40 ",Pending,Card,Tech43
SVC3035,Emeka Obi,Kia Rio,Engine Diagnostics,7/4/2025,"$63,896.00 ",Completed,Transfer,Tech32
SVC3036,Adewale Musa,Toyota Corolla,Engine Diagnostics,20/11/2025,"$122,557.70 ",Completed,Cash,Tech44
SVC3037,Chinedu Okeke,Kia Rio,Wheel Alignment,5/2/2023,"$44,579.60 ",In Progress,Cash,Tech31
SVC3038,Adewale Musa,Hyundai Elantra,Brake Repair,3/24/2025,"$120,774.30 ",Completed,Card,Tech29
SVC3039,Tunde Bakare,Nissan Altima,Brake Repair,8/3/2025,"$69,778.50 ",Completed,Cash,Tech16
SVC3040,John Doe,Hyundai Elantra,Ac Service,8/9/2023,"$148,795.80 ",Completed,Transfer,Tech43
SVC3041,Emeka Obi,Toyota Corolla,Engine Diagnostics,2/2/2024,"$1,174,561.30 ",Cancelled,Transfer,Tech39
SVC3042,Emeka Obi,Hyundai Elantra,Wheel Alignment,14/10/2023,"$54,676.70 ",Completed,Cash,Tech30
SVC3043,John Doe,Honda Accord,Wheel Alignment,1/15/2023,"$76,422.20 ",Completed,Card,Tech16
SVC3044,Grace Johnson,Kia Rio,Engine Diagnostics,8/21/2023,"$77,107.40 ",Pending,Card,Tech27
SVC3045,Tunde Bakare,Toyota Corolla,Ac Service,7/16/2023,"$105,474.30 ",Completed,Card,Tech2
SVC3046,Jane Smith,Kia Rio,Unknown Service,5/27/2025,"$142,674.30 ",Completed,Transfer,Tech38
SVC3047,Tunde Bakare,Hyundai Elantra,Unknown Service,26/11/2025,"$75,972.80 ",In Progress,Card,Tech29
SVC3048,Emeka Obi,Nissan Altima,Oil Change,9/19/2023,"$81,751.30 ",Pending,Cash,Tech16
SVC3049,Grace Johnson,Toyota Corolla,Oil Change,7/11/2023,"$103,269.30 ",Pending,Transfer,Tech43
SVC3050,Jane Smith,Hyundai Elantra,Wheel Alignment,1/15/2024,"$6,694.10 ",Pending,Cash,Tech39
SVC3052,Adewale Musa,Nissan Altima,Wheel Alignment,6/10/2024,"$125,181.50 ",Completed,Cash,Tech30
SVC3053,Fatima Bello,Hyundai Elantra,Brake Repair,3/20/2024,"$26,262.30 ",Completed,Transfer,Tech16
SVC3054,Chinedu Okeke,Nissan Altima,Brake Repair,3/10/2025,"$53,838.50 ",In Progress,Cash,Tech27
SVC3055,Grace Johnson,Honda Accord,Wheel Alignment,3/10/2023,"$12,768.40 ",Completed,Cash,Tech2
SVC3056,Fatima Bello,Toyota Corolla,Engine Diagnostics,8/18/2025,"$34,708.70 ",Completed,Card,Tech38
SVC3058,Jane Smith,Hyundai Elantra,Ac Service,6/21/2025,"$6,504.60 ",Completed,Transfer,Tech15
SVC3059,Grace Johnson,Honda Accord,Unknown Service,3/30/2023,"$56,823.60 ",Cancelled,Card,Tech30
SVC1184,Chinedu Okeke,Ford Focus,Unknown Service,7/29/2023,"$132,916.60 ",Completed,Card,Tech22
SVC3061,Jane Smith,Toyota Corolla,Oil Change,9/5/2024,"$123,814.60 ",Completed,Transfer,Tech33
SVC3062,Chinedu Okeke,Hyundai Elantra,Oil Change,17/01/2024,"$61,387.00 ",Pending,Transfer,Tech18
SVC3063,Adewale Musa,Hyundai Elantra,Wheel Alignment,4/1/2023,"$21,789.90 ",Completed,Card,Tech41
SVC3065,Jane Smith,Toyota Corolla,Wheel Alignment,4/2/2024,"$119,235.20 ",Completed,Card,Tech29
SVC3066,Chinedu Okeke,Toyota Corolla,Brake Repair,1/13/2024,"$50,500.30 ",In Progress,Cash,Tech50
SVC3067,Adewale Musa,Nissan Altima,Ac Service,1/24/2024,"$122,543.80 ",Pending,Cash,Tech33
SVC3068,Chinedu Okeke,Nissan Altima,Engine Diagnostics,6/16/2023,"$95,693.50 ",Pending,Card,Tech1
SVC3069,Emeka Obi,Honda Accord,Unknown Service,2/5/2023,"$67,799.40 ",Pending,Cash,Tech23
SVC3070,Emeka Obi,Ford Focus,Engine Diagnostics,10/4/2023,"$138,169.30 ",Completed,Card,Tech45
SVC3071,Grace Johnson,Hyundai Elantra,Brake Repair,1/13/2025,"$86,568.00 ",Completed,Transfer,Tech29
SVC3072,Emeka Obi,Kia Rio,Ac Service,9/3/2023,"$85,572.30 ",In Progress,Cash,Tech16
SVC3073,Emeka Obi,Toyota Corolla,Brake Repair,6/17/2023,"$137,943.30 ",Completed,Cash,Tech31
SVC3074,Emeka Obi,Ford Focus,Wheel Alignment,11/6/2025,"$101,747.70 ",Completed,Card,Tech33
SVC3075,John Doe,Kia Rio,Brake Repair,2/11/2023,"$89,217.30 ",Completed,Cash,Tech7
SVC3076,Grace Johnson,Kia Rio,Oil Change,5/14/2025,"$107,064.40 ",Cancelled,Transfer,Tech22
